;1789;1780;1782;1783;1787;1546;1774;1545;1836;1770;1772;1838;1779;1778;1548;1549;1775;1695;1468;1674;1675;1670;1673;1551;1798;1759;1792;1697;1790;1797;1796;1795;1560;1493;1495;1800;1498;1555;1700;1702;1552;1704;1705;1706;1707;1708;1558;1821;1820;1822;1579;1698;1668;1666;1665;1664;1663;1661;1920;1482;1922;1480;1486;1709;1489;1713;1712;1711;1710;1714;1851;1719;1718;1854;1855;1857;1524;1525;1520;1521;1522;1653;1650;1656;1749;1630;1833;1831;1837;1437;1434;1435;1641;1643;1431;1843;1727;1835;1722;1723;1720;1439;1731;1533;1532;1730;1458;1539;1538;1570;1877;1872;1908;1909;1906;1907;1902;1682;1739;1738;1632;1427;1637;1429;1428;1580;1732;1735;1737;1585;1502;1503;1500;1501;1504;1767;1609;1572;1613;1805;1861;1465;1863;1865;1592;1911;1913;1912;1917;1916;1483;1684;1430;1625;1461;1628;1457;1748;1451;1452;1453;1574;1745;1746;1516;1511;1741;1743;1426;1847;1459;1648;1898;1895;1897;1890;1519;1892;1815;1618;1616;1617;1818;1819;1696;1649;1471;1443;1441;1824;1757;1562;1563;1753;1752;1751;1567;1858;1528;1859;1475;1688;1889;1888;1887;1885;1883;1880;1807;1919;1866;1761;1803;1802;1801;1594;1601;1603;1604;1809;1606;1681;1680;1768;1578;1685;1477;1687;1564;1763;1760;1479;1766;1852;1764;1765
1789;0;0;0;1.0;1.0;0;1.0;0;0;1.0;1.0;0;1.0;1.0;0;0;1.0;0;0;1.0;0;0;0;1.0;1.0;1.0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;0;1.0;0;1.0;0
1780;0;0;1.0;1.0;0;0;1.0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;1.0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;1.0;1.0;0;0;1.0;1.0;1.0;1.0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;0;1.0;0;1.0;0;1.0;1.0;0;0;0;1.0;1.0;0;1.0;0;0;1.0;1.0;0;0;0;0;1.0;0;0;0;0;1.0;1.0;0;1.0;1.0;0;0;0;0;1.0;1.0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;1.0;0;1.0;1.0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;1.0;0;1.0;1.0;0;0;1.0;0;0;0;0;1.0;1.0;0;1.0;1.0;0;0;1.0;1.0;0;1.0;0;1.0;1.0;0;0;0;1.0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;1.0;0;1.0;0;1.0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;1.0;1.0;0;0;0;1.0;1.0;0;0;0;0;1.0;0;1.0;0;0;1.0;0;0;0;0;0;1.0
1782;0;1.0;0;1.0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;0;0;1.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0
1783;1.0;1.0;1.0;0;1.0;0;1.0;0;0;1.0;1.0;0;0;1.0;0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;1.0;0;1.0;0;0;0;1.0;0;1.0;0;1.0;0
1787;1.0;0;0;1.0;0;0;1.0;0;1.0;1.0;1.0;0;0;1.0;0;0;1.0;1.0;0;1.0;1.0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;1.0;1.0;1.0;0;0;0;0;0;1.0;0;1.0;1.0;0;0;1.0;1.0;1.0;0;0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;1.0;0;1.0;0;0;0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;1.0;0;1.0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;0;0;0;0;1.0;0;1.0;0;1.0;1.0
1546;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1774;1.0;1.0;0;1.0;1.0;0;0;0;0;1.0;1.0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;1.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;0;1.0;0
1545;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1836;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;1.0;1.0;0;1.0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0
